Name,Team,PA,1B,2B,3B,HR,BB,SO,FB%,GB%,NameASCII,PlayerId,MLBAMID
"Connor Wong","BOS",188,24,8,0,0,16,42,0.312,0.504,"Connor Wong",19896,657136
"Romy Gonzalez","BOS",341,61,23,3,9,18,81,0.297071129,0.50209205,"Romy Gonzalez",21562,663853
"Tyler Wade","SDP",127,19,1,2,0,15,31,0.305555555,0.5,"Tyler Wade",15730,642180
"Sam Haggerty","TEX",182,29,7,3,2,16,37,0.322580645,0.5,"Sam Haggerty",18054,664059
"Alec Bohm","PHI",504,101,18,3,11,29,82,0.283505154,0.5,"Alec Bohm",21618,664761
"Jeremiah Jackson","BAL",183,30,10,2,5,11,50,0.35,0.5,"Jeremiah Jackson",22239,669236
"Edgar Quero","CHW",403,76,17,0,5,32,71,0.287162162,0.5,"Edgar Quero",28022,700337
"Jac Caglianone","KCR",232,19,6,1,7,18,52,0.341772151,0.5,"Jac Caglianone",35041,695506
"William Contreras","MIL",659,102,28,0,17,84,120,0.303097345,0.49778761,"William Contreras",20503,661388
"James Wood","WSN",689,84,38,0,31,85,221,0.265789473,0.497368421,"James Wood",29518,695578
"Blake Perkins","MIL",171,24,6,2,3,15,47,0.339805825,0.495145631,"Blake Perkins",19921,663368
"Marcelo Mayer","BOS",136,16,8,1,4,8,41,0.333333333,0.494252873,"Marcelo Mayer",29668,691785
"Jacob Stallings","- - -",129,12,4,0,0,6,40,0.341772151,0.493670886,"Jacob Stallings",13723,607732
"Victor Robles","SEA",114,20,4,1,1,3,26,0.341772151,0.493670886,"Victor Robles",18363,645302
"Samuel Basallo","BAL",118,8,6,0,4,6,30,0.405063291,0.493670886,"Samuel Basallo",28824,694212
"Willie MacIver","ATH",111,11,5,0,3,7,27,0.346666666,0.493333333,"Willie MacIver",24641,680862
"Michael Harris II","ATL",641,100,26,6,20,16,128,0.328542094,0.492813141,"Michael Harris II",25931,671739
"Gabriel Arias","CLE",471,57,25,2,11,27,162,0.319852941,0.492647058,"Gabriel Arias",22563,672356
"Edouard Julien","MIN",208,27,10,0,3,22,61,0.237704918,0.491803278,"Edouard Julien",27534,666397
"Francisco Alvarez","NYM",277,39,12,1,11,27,73,0.358381502,0.491329479,"Francisco Alvarez",26121,682626
"Cooper Hummel","- - -",105,12,0,0,3,14,31,0.368421052,0.49122807,"Cooper Hummel",19458,669450
"Ke'Bryan Hayes","- - -",570,100,16,3,5,36,111,0.32451923,0.490384615,"Ke'Bryan Hayes",18577,663647
"Riley Adams","WSN",286,33,8,0,8,18,110,0.31372549,0.490196078,"Riley Adams",19864,656180
"Fernando Tatis Jr.","SDP",691,105,27,2,25,89,129,0.339055793,0.489270386,"Fernando Tatis Jr.",19709,665487
"Tim Tawa","ARI",225,25,8,0,7,20,64,0.379562043,0.489051094,"Tim Tawa",29571,694374
"Kyle Isbel","KCR",409,70,16,4,4,23,74,0.350877192,0.487719298,"Kyle Isbel",21614,664728
"Iván Herrera","STL",452,78,13,0,19,43,84,0.318181818,0.487012987,"Ivan Herrera",20599,671056
"Tyler Soderstrom","ATH",624,95,34,1,25,55,141,0.313539192,0.486935866,"Tyler Soderstrom",27467,691016
"Drake Baldwin","ATL",446,72,18,2,19,38,68,0.3115727,0.483679525,"Drake Baldwin",31539,686948
"James McCann","ARI",137,21,6,0,5,8,33,0.318681318,0.483516483,"James McCann",12859,543510
"Gunnar Henderson","BAL",651,102,34,5,17,62,137,0.310112359,0.483146067,"Gunnar Henderson",26289,683002
"Otto Lopez","MIA",594,98,21,0,15,44,82,0.340517241,0.48275862,"Otto Lopez",19608,672640
"Blaze Alexander","ARI",266,33,12,1,7,22,86,0.303448275,0.48275862,"Blaze Alexander",23789,677942
"Christian Koss","SFG",191,34,9,0,3,9,45,0.294573643,0.480620155,"Christian Koss",27653,683766
"Oneil Cruz","PIT",544,53,18,3,20,64,174,0.374172185,0.48013245,"Oneil Cruz",21711,665833
"Carlos Correa","- - -",584,106,29,0,13,45,113,0.289411764,0.48,"Carlos Correa",14162,621043
"Jeremy Peña","HOU",543,101,30,2,17,35,93,0.3325,0.48,"Jeremy Pena",21636,665161
"Jackson Holliday","BAL",649,101,21,3,17,56,140,0.340807174,0.479820627,"Jackson Holliday",31781,702616
"Miles Mastrobuoni","SEA",175,33,4,0,1,17,29,0.25203252,0.479674796,"Miles Mastrobuoni",20017,670156
"Trea Turner","PHI",639,126,31,7,15,43,107,0.328512396,0.479338842,"Trea Turner",16252,607208
"Jordan Walker","STL",396,58,13,1,6,29,126,0.382352941,0.478991596,"Jordan Walker",27475,691023
"Joshua Palacios","CHW",145,19,4,0,3,12,36,0.311111111,0.477777777,"Joshua Palacios",19818,641943
"Gavin Lux","CIN",503,85,28,2,5,56,114,0.285285285,0.477477477,"Gavin Lux",19955,666158
"Darell Hernaiz","ATH",197,32,5,1,2,17,24,0.320261437,0.477124183,"Darell Hernaiz",26224,687231
"Amed Rosario","- - -",191,33,11,0,6,7,31,0.337748344,0.476821192,"Amed Rosario",15518,642708
"Ben Rortvedt","- - -",128,13,3,0,1,11,23,0.38372093,0.476744186,"Ben Rortvedt",20287,666163
"Jake Meyers","HOU",381,80,15,2,3,31,67,0.284172661,0.474820143,"Jake Meyers",20308,676694
"Jhonkensy Noel","CLE",153,16,2,0,6,4,52,0.402061855,0.474226804,"Jhonkensy Noel",24257,678877
"Keibert Ruiz","WSN",267,49,12,0,2,8,26,0.317391304,0.473913043,"Keibert Ruiz",19610,660688
"Jesús Sánchez","- - -",497,68,21,4,14,42,110,0.356725146,0.47368421,"Jesus Sanchez",19913,660821
"Ronny Mauricio","NYM",184,26,6,0,6,15,54,0.359649122,0.47368421,"Ronny Mauricio",23698,677595
"Brady House","WSN",274,46,11,0,4,8,78,0.313829787,0.473404255,"Brady House",29993,691781
"Jonah Bride","- - -",125,17,2,0,0,11,39,0.324324324,0.472972972,"Jonah Bride",24703,681146
"Julio Rodríguez","SEA",710,107,31,4,32,44,152,0.344621513,0.472111553,"Julio Rodriguez",23697,677594
"Jung Hoo Lee","SFG",617,98,31,12,8,47,71,0.332653061,0.471428571,"Jung Hoo Lee",33824,808982
"Starling Marte","NYM",329,56,14,0,9,22,68,0.31838565,0.470852017,"Starling Marte",9241,516782
"Ronald Acuña Jr.","ATL",412,64,12,1,21,71,102,0.38559322,0.470338983,"Ronald Acuna Jr.",18401,660670
"Bo Bichette","TOR",628,118,44,1,18,40,91,0.309716599,0.469635627,"Bo Bichette",19612,666182
"Kyle Karros","COL",156,26,4,0,1,15,41,0.306122448,0.469387755,"Kyle Karros",33252,691720
"Donovan Solano","- - -",179,33,4,1,3,8,40,0.34375,0.46875,"Donovan Solano",8623,456781
"Austin Slater","- - -",160,20,6,1,5,11,51,0.333333333,0.46875,"Austin Slater",16153,596103
"Cody Freeman","TEX",121,19,4,0,3,5,19,0.322916666,0.46875,"Cody Freeman",25629,683227
"Nick Gonzales","PIT",408,73,18,3,5,21,73,0.32051282,0.467948717,"Nick Gonzales",27490,693304
"Bryan Reynolds","PIT",654,87,38,3,16,57,173,0.285371702,0.467625899,"Bryan Reynolds",19326,668804
"Jose Trevino","CIN",302,43,20,0,4,15,39,0.344262295,0.467213114,"Jose Trevino",16725,624431
"Miguel Andujar","- - -",341,74,17,1,10,17,49,0.346715328,0.467153284,"Miguel Andujar",15878,609280
"Ryan Mountcastle","BAL",357,58,18,0,7,15,98,0.329166666,0.466666666,"Ryan Mountcastle",18373,663624
"Drew Waters","KCR",219,40,6,3,1,11,60,0.287671232,0.465753424,"Drew Waters",20505,671221
"Luis Matos","SFG",184,20,9,1,8,11,27,0.431506849,0.465753424,"Luis Matos",26467,682641
"Nathan Lukes","TOR",438,66,19,2,12,38,60,0.349544072,0.465045592,"Nathan Lukes",18123,664770
"Vladimir Guerrero Jr.","TOR",680,115,34,0,23,81,94,0.32264529,0.464929859,"Vladimir Guerrero Jr.",19611,665489
"Junior Caminero","TBR",653,86,28,0,45,41,125,0.380165289,0.464876033,"Junior Caminero",28163,691406
"Gio Urshela","ATH",197,28,14,1,0,13,40,0.28169014,0.464788732,"Gio Urshela",10681,570482
"Xavier Edwards","MIA",619,131,20,5,3,49,88,0.291938997,0.464052287,"Xavier Edwards",22266,669364
"Daniel Schneemann","CLE",422,47,18,1,12,38,117,0.375478927,0.463601532,"Daniel Schneemann",25180,682177
"Brice Turang","MIL",659,120,28,2,18,66,150,0.31542056,0.462616822,"Brice Turang",22186,668930
"Drew Gilbert","SFG",109,10,5,1,3,7,20,0.4,0.4625,"Drew Gilbert",31545,687551
"Yainer Diaz","HOU",567,93,25,1,20,20,95,0.351111111,0.462222222,"Yainer Diaz",23003,673237
"Brenton Doyle","COL",538,77,23,2,15,30,138,0.366120218,0.461748633,"Brenton Doyle",25479,686668
"Ty France","- - -",490,82,25,0,7,22,83,0.304945054,0.461538461,"Ty France",17982,664034
"Josh Lowe","TBR",435,53,21,2,11,33,109,0.297202797,0.461538461,"Josh Lowe",19953,666139
"Trey Sweeney","DET",326,44,6,2,6,26,92,0.399038461,0.461538461,"Trey Sweeney",29575,700242
"Agustín Ramírez","MIA",585,69,33,1,21,36,113,0.352803738,0.460280373,"Agustin Ramirez",26546,682663
"Brandon Nimmo","NYM",652,102,27,0,25,50,141,0.368653421,0.459161147,"Brandon Nimmo",12927,607043
"Derek Hill","- - -",149,20,6,0,3,9,48,0.289156626,0.457831325,"Derek Hill",16947,656537
"Luke Keaschall","MIN",207,37,14,0,4,19,29,0.339869281,0.457516339,"Luke Keaschall",33321,807712
"Harrison Bader","- - -",501,82,24,1,17,39,136,0.365079365,0.457142857,"Harrison Bader",18030,664056
"Josh Bell","WSN",533,72,16,1,22,57,88,0.381201044,0.45691906,"Josh Bell",13145,605137
"Josh Naylor","- - -",604,110,29,1,20,48,83,0.372844827,0.456896551,"Josh Naylor",18839,647304
"Javier Báez","DET",437,75,17,3,12,10,109,0.369774919,0.456591639,"Javier Baez",12979,595879
"Lawrence Butler","ATH",630,80,30,2,21,59,179,0.332474226,0.456185567,"Lawrence Butler",22542,671732
"Sean Murphy","ATL",337,29,13,0,16,35,105,0.365079365,0.455026455,"Sean Murphy",19352,669221
"Noelvi Marte","CIN",360,56,17,2,14,16,85,0.356862745,0.45490196,"Noelvi Marte",26517,682622
"Sal Frelick","MIL",594,117,20,3,12,47,80,0.342984409,0.454342984,"Sal Frelick",29622,686217
"Tommy Edman","LAD",377,51,13,1,13,19,61,0.335640138,0.453287197,"Tommy Edman",19470,669242
"Nico Hoerner","CHC",649,138,29,4,7,39,49,0.342960288,0.453068592,"Nico Hoerner",21479,663538
"Teoscar Hernández","LAD",546,71,29,1,25,26,134,0.369109947,0.452879581,"Teoscar Hernandez",13066,606192
"Alexander Canario","PIT",234,34,6,1,6,17,80,0.364963503,0.452554744,"Alexander Canario",22842,672744
"Max Muncy","ATH",220,28,7,0,9,10,68,0.343065693,0.452554744,"Max Muncy",29779,691777
"Nick Martini","COL",111,18,4,0,1,9,18,0.38095238,0.452380952,"Nick Martini",12005,605361
"Edmundo Sosa","PHI",261,43,12,1,11,10,56,0.335106382,0.452127659,"Edmundo Sosa",17022,624641
"Joey Ortiz","MIL",506,82,18,1,7,27,74,0.37755102,0.451530612,"Joey Ortiz",25493,687401
"Javier Sanoja","MIA",342,44,22,4,6,19,41,0.376865671,0.451492537,"Javier Sanoja",28253,691594
"Luis García Jr.","WSN",526,78,28,1,16,27,84,0.3592233,0.45145631,"Luis Garcia Jr.",20391,671277
"Cam Smith","HOU",493,71,21,3,9,43,137,0.307189542,0.450980392,"Cam Smith",35108,701358
"Nick Allen","ATL",416,71,11,0,0,31,99,0.332103321,0.450184501,"Nick Allen",22277,669397
"Colton Cowser","BAL",360,34,14,0,16,27,128,0.393939393,0.449494949,"Colton Cowser",29591,681297
"Ryan O'Hearn","- - -",544,94,21,1,17,58,109,0.341463414,0.447154471,"Ryan O'Hearn",16442,656811
"Freddy Fermin","- - -",347,62,13,0,5,19,65,0.373983739,0.447154471,"Freddy Fermin",21840,666023
"Juan Soto","NYM",715,88,20,1,43,127,137,0.386004514,0.446952595,"Juan Soto",20123,665742
"Rob Refsnyder","BOS",209,28,12,0,9,24,54,0.353846153,0.446153846,"Rob Refsnyder",13770,608701
"Alex Verdugo","ATL",213,37,10,0,0,14,31,0.313253012,0.445783132,"Alex Verdugo",17027,657077
"Eli White","ATL",271,39,8,3,10,11,70,0.331521739,0.445652173,"Eli White",19346,642201
"Dane Myers","MIA",333,56,10,0,6,23,77,0.340611353,0.445414847,"Dane Myers",22054,667472
"Nick Sogard","BOS",104,17,8,0,0,5,24,0.305555555,0.444444444,"Nick Sogard",25483,686765
"Jasson Domínguez","NYY",429,69,18,1,10,41,115,0.381481481,0.444444444,"Jasson Dominguez",28080,691176
"Bryce Teodosio","LAA",150,18,7,2,1,5,47,0.366666666,0.444444444,"Bryce Teodosio",29524,669326
"Jakob Marsee","MIA",234,35,18,3,5,22,48,0.351851851,0.444444444,"Jakob Marsee",31370,805300
"J.T. Realmuto","PHI",550,90,26,1,12,35,129,0.343085106,0.444148936,"J.T. Realmuto",11739,592663
"Corey Seager","TEX",445,63,19,0,21,58,87,0.355932203,0.444067796,"Corey Seager",13624,608369
"Hunter Feduccia","- - -",105,8,5,0,0,15,29,0.37704918,0.44262295,"Hunter Feduccia",23372,676439
"Heliot Ramos","SFG",695,113,24,1,21,52,158,0.378205128,0.442307692,"Heliot Ramos",22515,671218
"Alejandro Kirk","TOR",506,94,18,0,15,48,59,0.371859296,0.442211055,"Alejandro Kirk",22581,672386
"Carlos Narváez","BOS",446,55,27,0,15,38,111,0.374149659,0.44217687,"Carlos Narvaez",19722,665966
"Nick Fortes","- - -",242,35,9,1,5,14,47,0.398809523,0.44047619,"Nick Fortes",21538,663743
"Xander Bogaerts","SDP",552,88,30,0,11,48,94,0.348148148,0.439506172,"Xander Bogaerts",12161,593428
"Josh Smith","TEX",563,89,23,2,10,55,100,0.359693877,0.43877551,"Josh Smith",26396,669701
"Brooks Lee","MIN",527,83,15,1,16,31,92,0.388471177,0.438596491,"Brooks Lee",31595,686797
"Dominic Canzone","SEA",268,51,11,0,11,20,59,0.331550802,0.438502673,"Dominic Canzone",26438,686527
"Alex Call","- - -",322,52,13,2,5,36,55,0.342465753,0.438356164,"Alex Call",19296,669743
"Eric Wagaman","MIA",514,79,28,3,9,32,100,0.35695538,0.438320209,"Eric Wagaman",23395,676572
"Luis Arraez","SDP",675,139,30,4,8,34,21,0.304492512,0.437603993,"Luis Arraez",18568,650333
"Miguel Rojas","LAD",317,51,18,0,7,24,46,0.357142857,0.436974789,"Miguel Rojas",7802,500743
"Luis Urías","ATH",330,51,7,0,8,31,45,0.391836734,0.436734693,"Luis Urias",16622,649966
"Trevor Larnach","MIN",567,84,24,1,17,53,122,0.366925064,0.436692506,"Trevor Larnach",21501,663616
"Bryce Harper","PHI",580,72,32,0,27,70,121,0.383202099,0.435695538,"Bryce Harper",11579,547180
"Max Schuemann","ATH",213,28,4,2,2,22,35,0.360544217,0.435374149,"Max Schuemann",24488,680474
"J.P. Crawford","SEA",654,115,24,0,12,74,122,0.316964285,0.435267857,"J.P. Crawford",15491,641487
"Trevor Story","BOS",654,107,29,0,25,33,176,0.37757437,0.434782608,"Trevor Story",12564,596115
"Maikel Garcia","KCR",666,110,39,5,16,62,84,0.376953125,0.43359375,"Maikel Garcia",22715,672580
"Kameron Misner","TBR",217,27,9,1,5,16,69,0.401574803,0.433070866,"Kameron Misner",26374,670224
"Jordan Beck","COL",588,91,27,5,16,43,174,0.362880886,0.432132963,"Jordan Beck",31431,687597
"Heriberto Hernández","MIA",294,45,12,1,10,31,77,0.387978142,0.431693989,"Heriberto Hernandez",24878,681715
"Victor Caratini","HOU",386,63,14,0,12,23,65,0.38245614,0.431578947,"Victor Caratini",14968,605170
"Jorge Soler","LAA",315,36,12,0,12,28,94,0.409574468,0.430851063,"Jorge Soler",14221,624585
"Leo Rivas","SEA",111,18,2,0,2,20,24,0.415384615,0.43076923,"Leo Rivas",21009,660844
"Adley Rutschman","BAL",365,44,16,2,9,40,57,0.397003745,0.43071161,"Adley Rutschman",26288,668939
"Austin Wynns","- - -",110,16,8,0,6,5,32,0.361111111,0.430555555,"Austin Wynns",15271,642851
"Hunter Renfroe","KCR",108,12,6,0,0,8,21,0.455696202,0.430379746,"Hunter Renfroe",15464,592669
"Jake Rogers","DET",142,13,5,2,3,15,39,0.360465116,0.430232558,"Jake Rogers",19452,668670
"Nathaniel Lowe","- - -",609,79,23,3,18,62,159,0.370466321,0.430051813,"Nathaniel Lowe",19566,663993
"Nolan Jones","CLE",403,54,14,2,5,39,113,0.363636363,0.429752066,"Nolan Jones",20529,666134
"Jordan Westburg","BAL",352,59,10,1,17,17,80,0.425702811,0.429718875,"Jordan Westburg",27815,676059
"Brendan Rodgers","HOU",128,16,4,0,2,11,46,0.371428571,0.428571428,"Brendan Rodgers",17907,663898
"Abraham Toro","BOS",284,42,13,0,7,14,42,0.369369369,0.427927927,"Abraham Toro",19844,647351
"Ceddanne Rafaela","BOS",587,82,34,4,16,28,117,0.4,0.427906976,"Ceddanne Rafaela",24262,678882
"Matt Thaiss","- - -",190,26,6,1,1,29,46,0.39090909,0.427272727,"Matt Thaiss",19318,642136
"Rafael Devers","- - -",729,85,33,0,35,112,192,0.400954653,0.427207637,"Rafael Devers",17350,646240
"Brendan Donovan","STL",515,90,32,0,10,42,67,0.365482233,0.426395939,"Brendan Donovan",24679,680977
"Andrés Giménez","TOR",369,50,11,1,7,25,66,0.349809885,0.425855513,"Andres Gimenez",19950,665926
"Zack Gelof","ATH",101,11,3,0,2,7,46,0.404255319,0.425531914,"Zack Gelof",29766,680869
"Brayan Rocchio","CLE",383,55,18,2,5,22,77,0.354477611,0.425373134,"Brayan Rocchio",23690,677587
"Addison Barger","TOR",502,58,32,1,21,36,121,0.392961876,0.425219941,"Addison Barger",24598,680718
"Randy Arozarena","SEA",709,86,32,1,27,64,191,0.406103286,0.424882629,"Randy Arozarena",19290,668227
"Jackson Chourio","MIL",589,88,35,4,21,30,121,0.394431554,0.424593967,"Jackson Chourio",28806,694192
"Liam Hicks","MIA",390,62,13,1,6,43,56,0.338129496,0.424460431,"Liam Hicks",29844,689414
"Parker Meadows","DET",213,29,6,2,4,21,56,0.348484848,0.424242424,"Parker Meadows",23800,678009
"Ryan McMahon","- - -",586,65,23,1,20,70,189,0.385350318,0.423566878,"Ryan McMahon",15112,641857
"Caleb Durbin","MIL",506,78,25,0,11,30,50,0.389175257,0.422680412,"Caleb Durbin",29646,702332
"Santiago Espinal","CIN",328,61,12,0,0,21,38,0.394636015,0.421455938,"Santiago Espinal",19997,669289
"Warming Bernabel","COL",146,22,8,1,4,7,25,0.385964912,0.421052631,"Warming Bernabel",26536,682653
"Mauricio Dubón","HOU",398,61,21,0,7,24,42,0.398753894,0.420560747,"Mauricio Dubon",16530,643289
"Nolan Schanuel","LAA",564,93,23,1,12,59,71,0.350835322,0.420047732,"Nolan Schanuel",33189,694384
"Michael Conforto","LAD",486,51,20,0,12,56,121,0.386666666,0.42,"Michael Conforto",16376,624424
"Otto Kemp","PHI",218,27,11,0,8,12,67,0.381679389,0.419847328,"Otto Kemp",31792,805249
"Ramón Urías","- - -",391,57,17,0,11,27,88,0.375912408,0.419708029,"Ramon Urias",18795,602104
"Thomas Saggese","STL",295,52,17,0,2,16,83,0.32642487,0.419689119,"Thomas Saggese",27883,695336
"Austin Hays","CIN",416,65,16,5,15,29,107,0.365591397,0.419354838,"Austin Hays",19363,669720
"Kyle Farmer","COL",300,41,14,0,8,17,66,0.352112676,0.417840375,"Kyle Farmer",14813,571657
"Willson Contreras","STL",563,74,31,1,20,44,142,0.375,0.417613636,"Willson Contreras",11609,575929
"Andy Ibáñez","DET",193,30,8,0,4,12,26,0.397350993,0.417218543,"Andy Ibanez",18819,628451
"Emmanuel Rivera","BAL",127,26,4,0,0,6,24,0.302083333,0.416666666,"Emmanuel Rivera",19890,656896
"Pedro Pagés","STL",389,57,15,0,11,19,107,0.389105058,0.416342412,"Pedro Pages",25782,686780
"Jarren Duran","BOS",696,89,41,13,16,60,169,0.389867841,0.416299559,"Jarren Duran",24617,680776
"Jose Altuve","HOU",654,105,24,1,26,55,109,0.401260504,0.415966386,"Jose Altuve",5417,514888
"Jake Cronenworth","SDP",515,71,20,1,11,69,107,0.384126984,0.415873015,"Jake Cronenworth",18036,630105
"Weston Wilson","PHI",125,13,4,0,5,12,34,0.363636363,0.415584415,"Weston Wilson",19358,642215
"Gary Sánchez","BAL",101,14,2,0,5,4,27,0.43076923,0.415384615,"Gary Sanchez",11442,596142
"Mark Vientos","NYM",463,59,21,2,17,30,115,0.364217252,0.415335463,"Mark Vientos",22184,668901
"Alejandro Osuna","TEX",176,26,4,0,2,21,34,0.322033898,0.415254237,"Alejandro Osuna",27915,696030
"Andrew McCutchen","PIT",551,79,22,0,13,67,118,0.375690607,0.41436464,"Andrew McCutchen",9847,457705
"Josh Jung","TEX",511,83,23,1,14,27,129,0.368271954,0.413597733,"Josh Jung",26299,673962
"Josh Rojas","CHW",211,23,9,0,2,19,48,0.412587412,0.412587412,"Josh Rojas",19734,668942
"Dansby Swanson","CHC",645,93,24,3,24,47,168,0.364705882,0.411764705,"Dansby Swanson",18314,621020
"Brandon Marsh","PHI",425,68,25,2,11,38,110,0.345588235,0.411764705,"Brandon Marsh",20202,669016
"Joey Loperfido","TOR",104,24,4,0,4,4,27,0.323529411,0.411764705,"Joey Loperfido",29630,694388
"Isaac Collins","MIL",441,64,22,3,9,57,93,0.342857142,0.410714285,"Isaac Collins",25477,686555
"Anthony Volpe","NYY",596,59,32,4,19,43,150,0.435443037,0.410126582,"Anthony Volpe",27647,683011
"Joc Pederson","TEX",306,28,10,1,9,34,65,0.465,0.41,"Joc Pederson",11899,592626
"Dominic Smith","SFG",225,41,12,0,5,15,42,0.361445783,0.409638554,"Dominic Smith",15653,642086
"Andrew Vaughn","- - -",447,67,22,0,14,31,80,0.394578313,0.409638554,"Andrew Vaughn",26197,683734
"Pavin Smith","ARI",288,37,17,1,8,41,92,0.318181818,0.409090909,"Pavin Smith",19892,656976
"Willi Castro","- - -",454,60,17,3,11,40,111,0.374570446,0.408934707,"Willi Castro",17338,650489
