Name,Team,PA,1B,2B,3B,HR,BB,SO,FB%,GB%,NameASCII,PlayerId,MLBAMID
"Isiah Kiner-Falefa","TEX",677,136,25,3,8,28,90,0.261425959,0.537477148,"Isiah Kiner-Falefa",16512,643396
"Josh Bell","WSN",568,78,24,1,27,65,101,0.265,0.535,"Josh Bell",13145,605137
"Justin Williams","STL",137,15,0,0,4,17,46,0.232876712,0.534246575,"Justin Williams",15490,642211
"Nick Solak","TEX",511,80,18,2,11,34,107,0.296296296,0.532763532,"Nick Solak",19294,669256
"Harold Ramírez","CLE",361,62,21,1,7,14,56,0.297202797,0.531468531,"Harold Ramirez",14387,623912
"Miguel Andujar","NYY",162,31,2,0,6,7,28,0.307086614,0.527559055,"Miguel Andujar",15878,609280
"Alec Bohm","PHI",417,72,15,0,7,31,111,0.227106227,0.527472527,"Alec Bohm",21618,664761
"Juan Soto","WSN",654,106,20,2,29,145,93,0.287439613,0.526570048,"Juan Soto",20123,665742
"Yonny Hernández","TEX",166,26,5,0,0,17,32,0.196261682,0.523364485,"Yonny Hernandez",19432,660634
"Leody Taveras","TEX",185,17,6,2,3,9,60,0.321100917,0.522935779,"Leody Taveras",18900,665750
"Jean Segura","PHI",567,105,27,3,14,39,78,0.287671232,0.520547945,"Jean Segura",5933,516416
"Nick Gordon","MIN",216,34,9,1,4,12,55,0.260273972,0.520547945,"Nick Gordon",16337,624503
"DJ LeMahieu","NYY",679,125,24,1,10,73,94,0.255905511,0.519685039,"DJ LeMahieu",9874,518934
"Luis Guillorme","NYM",156,31,3,0,1,23,23,0.277777777,0.518518518,"Luis Guillorme",16451,641645
"Yandy Díaz","TBR",541,85,20,1,13,69,85,0.3203125,0.518229166,"Yandy Diaz",16578,650490
"Roberto Pérez","CLE",161,11,3,0,7,17,56,0.34939759,0.518072289,"Roberto Perez",2900,547379
"Edmundo Sosa","STL",326,60,8,4,6,17,63,0.274336283,0.517699115,"Edmundo Sosa",17022,624641
"Cole Tucker","PIT",131,18,4,2,2,13,33,0.305882352,0.517647058,"Cole Tucker",17326,657061
"Andrew Knizner","STL",185,20,7,0,1,20,39,0.303278688,0.516393442,"Andrew Knizner",19514,668800
"James McCann","NYM",412,64,12,1,10,32,115,0.286259541,0.515267175,"James McCann",12859,543510
"Luis Torrens","SEA",378,51,16,2,15,28,99,0.305220883,0.514056224,"Luis Torrens",15905,620443
"Amed Rosario","CLE",588,113,25,6,11,31,120,0.28110599,0.513824884,"Amed Rosario",15518,642708
"Garrett Cooper","MIA",250,41,10,1,9,30,68,0.27027027,0.513513513,"Garrett Cooper",15279,643265
"Adam Eaton","- - -",288,33,10,2,6,22,71,0.322222222,0.511111111,"Adam Eaton",11205,594809
"Thairo Estrada","SFG",132,22,4,0,7,9,23,0.322916666,0.510416666,"Thairo Estrada",16426,642731
"Lorenzo Cain","MIL",286,45,13,0,8,26,48,0.328571428,0.509523809,"Lorenzo Cain",9077,456715
"Brendan Rodgers","COL",415,71,21,3,15,19,84,0.291803278,0.508196721,"Brendan Rodgers",17907,663898
"Richie Martin","BAL",105,20,2,0,1,4,28,0.328358208,0.507462686,"Richie Martin",17736,621006
"Victor Caratini","SDP",356,55,9,0,7,35,82,0.310638297,0.506382978,"Victor Caratini",14968,605170
"Jason Heyward","CHC",353,44,15,2,8,27,68,0.325490196,0.505882352,"Jason Heyward",4940,518792
"Ryan Zimmerman","WSN",273,32,16,0,14,16,77,0.333333333,0.505555555,"Ryan Zimmerman",4220,475582
"Austin Slater","SFG",306,41,12,1,12,28,84,0.255319148,0.505319148,"Austin Slater",16153,596103
"Jake Cave","MIN",178,21,6,1,3,10,62,0.198019801,0.504950495,"Jake Cave",14477,595909
"Magneuris Sierra","MIA",225,41,6,1,0,15,50,0.277419354,0.503225806,"Magneuris Sierra",17023,642423
"Jackie Bradley Jr.","MIL",428,40,14,3,6,28,132,0.307392996,0.501945525,"Jackie Bradley Jr.",12984,598265
"Willson Contreras","CHC",483,57,20,0,21,52,138,0.336917562,0.501792114,"Willson Contreras",11609,575929
"Michael Chavis","- - -",124,19,7,1,3,1,42,0.3,0.5,"Michael Chavis",17321,656308
"Colin Moran","PIT",359,60,12,0,10,36,87,0.268398268,0.497835497,"Colin Moran",16909,592567
"Ramón Urías","BAL",296,52,14,0,7,28,76,0.259459459,0.497297297,"Ramon Urias",18795,602104
"Alex Verdugo","BOS",604,110,32,2,13,51,96,0.286031042,0.496674057,"Alex Verdugo",17027,657077
"Tyler Stephenson","CIN",402,69,21,0,10,41,75,0.25,0.496428571,"Tyler Stephenson",17988,663886
"Andrés Giménez","CLE",210,26,10,0,5,11,54,0.377777777,0.496296296,"Andres Gimenez",19950,665926
"Travis Jankowski","PHI",157,24,6,2,1,22,29,0.27368421,0.494736842,"Travis Jankowski",13768,608671
"Josh Naylor","CLE",250,39,13,0,7,14,45,0.319148936,0.494680851,"Josh Naylor",18839,647304
"Rio Ruiz","- - -",141,14,4,0,3,12,38,0.348314606,0.494382022,"Rio Ruiz",14103,547004
"Joey Wendle","TBR",501,76,31,4,11,28,113,0.298850574,0.494252873,"Joey Wendle",13853,621563
"Starlin Castro","WSN",346,66,20,0,3,26,62,0.280155642,0.494163424,"Starlin Castro",4579,516770
"Victor Reyes","DET",220,35,10,4,5,8,55,0.276315789,0.493421052,"Victor Reyes",15487,622682
"Taylor Jones","HOU",108,14,8,1,2,4,29,0.346666666,0.493333333,"Taylor Jones",19533,622100
"Josh Rojas","ARI",550,82,32,3,11,58,137,0.277936962,0.492836676,"Josh Rojas",19734,668942
"Jarren Duran","BOS",112,16,3,2,2,4,40,0.313432835,0.492537313,"Jarren Duran",24617,680776
"Marwin Gonzalez","- - -",307,36,14,0,5,20,78,0.297435897,0.492307692,"Marwin Gonzalez",5497,503556
"Andrew Stevenson","WSN",213,33,6,0,5,13,61,0.3046875,0.4921875,"Andrew Stevenson",17932,664057
"Christian Arroyo","BOS",181,25,12,0,6,8,44,0.308333333,0.491666666,"Christian Arroyo",16434,624414
"Bo Bichette","TOR",690,131,30,1,29,40,137,0.303747534,0.49112426,"Bo Bichette",19612,666182
"Carter Kieboom","WSN",249,33,6,0,6,25,62,0.299363057,0.490445859,"Carter Kieboom",19958,666198
"Randy Arozarena","TBR",604,90,32,3,20,56,170,0.330578512,0.490358126,"Randy Arozarena",19290,668227
"Maikel Franco","BAL",403,46,22,0,11,20,67,0.329073482,0.488817891,"Maikel Franco",12179,596748
"Brian Anderson","MIA",264,42,9,0,7,26,65,0.363095238,0.488095238,"Brian Anderson",18289,605119
"Alex Kirilloff","MIN",231,34,11,1,8,14,52,0.292682926,0.487804878,"Alex Kirilloff",20325,666135
"Corey Dickerson","- - -",365,62,18,5,6,25,68,0.319702602,0.486988847,"Corey Dickerson",10762,572816
"William Contreras","ATL",185,22,4,1,8,19,54,0.321100917,0.486238532,"William Contreras",20503,661388
"Jonathan Villar","NYM",505,75,18,2,18,46,132,0.307210031,0.485893416,"Jonathan Villar",10071,542340
"Jazz Chisholm Jr.","MIA",507,73,20,4,18,34,145,0.310344827,0.485893416,"Jazz Chisholm Jr.",20454,665862
"David Fletcher","LAA",665,132,27,3,2,31,60,0.280639431,0.484902309,"David Fletcher",17992,664058
"Matt Duffy","CHC",322,66,12,0,5,25,63,0.253333333,0.484444444,"Matt Duffy",13836,622110
"Eloy Jiménez","CHW",231,33,10,0,10,16,57,0.29299363,0.484076433,"Eloy Jimenez",17484,650391
"Nico Hoerner","CHC",170,35,10,0,0,17,25,0.29032258,0.483870967,"Nico Hoerner",21479,663538
"Odúbel Herrera","PHI",492,75,27,2,13,29,77,0.31081081,0.483783783,"Odubel Herrera",11476,546318
"Chad Pinder","OAK",233,29,16,1,6,16,62,0.307189542,0.48366013,"Chad Pinder",15191,640461
"Trey Mancini","BAL",616,87,33,1,21,51,143,0.314009661,0.483091787,"Trey Mancini",15149,641820
"Bryan De La Cruz","MIA",219,45,7,2,5,18,53,0.299319727,0.482993197,"Bryan De La Cruz",19600,650559
"Jared Walsh","LAA",585,83,34,1,29,48,152,0.299212598,0.482939632,"Jared Walsh",18607,665120
"Miguel Cabrera","DET",526,90,16,0,15,40,118,0.322314049,0.482093663,"Miguel Cabrera",1744,408234
"Tommy Pham","SDP",561,68,24,2,15,78,128,0.316239316,0.481481481,"Tommy Pham",2967,502054
"Jonathan Schoop","DET",674,120,30,1,22,37,133,0.327309236,0.479919678,"Jonathan Schoop",11265,570731
"Bradley Zimmer","CLE",348,50,9,1,8,30,122,0.298245614,0.479532163,"Bradley Zimmer",16221,605548
"Nomar Mazara","DET",181,25,5,2,3,15,45,0.322314049,0.479338842,"Nomar Mazara",14553,608577
"Luis Rengifo","LAA",190,28,1,0,6,9,38,0.352941176,0.477941176,"Luis Rengifo",19858,650859
"Gio Urshela","NYY",442,78,18,2,14,20,109,0.298076923,0.477564102,"Gio Urshela",10681,570482
"Nick Ahmed","ARI",473,58,30,3,5,34,104,0.339449541,0.47706422,"Nick Ahmed",12147,605113
"David Dahl","TEX",220,28,11,0,4,10,59,0.315436241,0.476510067,"David Dahl",13744,621311
"Brock Holt","TEX",260,33,13,1,2,23,49,0.29946524,0.475935828,"Brock Holt",9345,571788
"David Bote","CHC",327,38,10,2,8,27,73,0.389140271,0.475113122,"David Bote",14593,623520
"Brandon Nimmo","NYM",386,67,17,3,8,54,79,0.302040816,0.473469387,"Brandon Nimmo",12927,607043
"Avisaíl García","MIL",515,74,18,0,29,38,121,0.32173913,0.472463768,"Avisail Garcia",5760,541645
"Gavin Lux","LAD",381,58,12,4,7,41,83,0.314960629,0.472440944,"Gavin Lux",19955,666158
"Pavin Smith","ARI",545,91,27,4,11,42,106,0.31632653,0.471938775,"Pavin Smith",19892,656976
"Charlie Blackmon","COL",582,97,25,4,13,54,91,0.307511737,0.471830985,"Charlie Blackmon",7859,453568
"Taylor Walls","TBR",176,21,10,0,1,23,49,0.333333333,0.470588235,"Taylor Walls",22458,670764
"Javier Báez","- - -",547,82,18,2,31,28,184,0.344827586,0.470219435,"Javier Baez",12979,595879
"Edward Olivares","KCR",111,17,2,0,5,5,19,0.361445783,0.469879518,"Edward Olivares",19698,658668
"Jo Adell","LAA",140,21,5,2,4,8,32,0.326530612,0.469387755,"Jo Adell",20220,666176
"Abraham Almonte","ATL",175,15,12,0,5,26,38,0.351351351,0.468468468,"Abraham Almonte",5486,501659
"César Hernández","- - -",637,88,21,2,21,59,135,0.35116279,0.46744186,"Cesar Hernandez",10556,514917
"Charlie Culberson","TEX",271,38,15,2,5,17,64,0.320652173,0.467391304,"Charlie Culberson",3298,518586
"Tyler Naquin","CIN",454,66,24,2,19,35,106,0.324503311,0.466887417,"Tyler Naquin",13359,571980
"Ka'ai Tom","- - -",133,10,2,1,2,17,36,0.373333333,0.466666666,"Ka'ai Tom",18136,664789
"Jeff McNeil","NYM",426,70,19,1,7,29,58,0.329268292,0.466463414,"Jeff McNeil",15362,643446
"Khris Davis","- - -",114,12,5,1,3,10,31,0.397260273,0.465753424,"Khris Davis",9112,501981
"JaCoby Jones","DET",105,13,2,0,2,5,42,0.275862068,0.465517241,"JaCoby Jones",14818,592444
"Travis d'Arnaud","ATL",229,25,14,0,7,17,53,0.31210191,0.464968152,"Travis d'Arnaud",7739,518595
"Buster Posey","SFG",454,79,23,0,18,56,87,0.283870967,0.464516129,"Buster Posey",9166,457763
"Isan Díaz","MIA",277,33,9,0,4,34,73,0.345238095,0.464285714,"Isan Diaz",17922,656371
"José Abreu","CHW",659,86,30,2,30,61,143,0.348729792,0.464203233,"Jose Abreu",15676,547989
"J.T. Realmuto","PHI",537,79,25,4,17,48,129,0.332378223,0.464183381,"J.T. Realmuto",11739,592663
"Willi Castro","DET",450,61,15,6,9,23,109,0.328947368,0.463815789,"Willi Castro",17338,650489
"Tres Barrera","WSN",107,18,3,1,2,12,22,0.260869565,0.463768115,"Tres Barrera",19977,668663
"Franmil Reyes","CLE",466,56,18,2,30,43,149,0.360294117,0.463235294,"Franmil Reyes",14566,614177
"Manuel Margot","TBR",464,76,18,3,10,37,70,0.355113636,0.463068181,"Manuel Margot",14712,622534
"Sergio Alcántara","CHC",255,31,6,3,5,30,74,0.340136054,0.462585034,"Sergio Alcantara",16417,642727
"Trevor Larnach","MIN",301,39,12,0,7,31,104,0.354430379,0.462025316,"Trevor Larnach",21501,663616
"Ronald Torreyes","PHI",344,59,10,1,7,19,41,0.334545454,0.461818181,"Ronald Torreyes",11400,591720
"Albert Pujols","- - -",296,45,3,0,17,14,45,0.379310344,0.461206896,"Albert Pujols",1177,405395
"Elvis Andrus","OAK",541,91,25,2,3,31,81,0.296385542,0.460240963,"Elvis Andrus",8709,462101
"Tommy Edman","STL",691,113,41,3,11,38,95,0.322344322,0.459706959,"Tommy Edman",19470,669242
"Ian Happ","CHC",535,59,20,1,25,62,156,0.333333333,0.459546925,"Ian Happ",17919,664023
"Michael Brantley","HOU",508,106,29,3,8,33,53,0.278846153,0.459134615,"Michael Brantley",4106,488726
"Corey Seager","LAD",409,67,22,3,16,48,66,0.334482758,0.458620689,"Corey Seager",13624,608369
"Luis Arraez","MIN",479,101,17,6,2,43,48,0.279792746,0.458549222,"Luis Arraez",18568,650333
"Nick Senzel","CIN",124,23,4,0,1,12,16,0.302083333,0.458333333,"Nick Senzel",19293,669222
"Riley Adams","- - -",120,11,8,1,2,15,40,0.33898305,0.457627118,"Riley Adams",19864,656180
"Michael Pérez","PIT",231,14,8,1,7,19,68,0.4,0.457142857,"Michael Perez",12977,605421
"Ty France","SEA",650,115,32,1,18,46,106,0.314225053,0.456475583,"Ty France",17982,664034
"J.P. Crawford","SEA",687,123,37,0,9,58,114,0.307539682,0.456349206,"J.P. Crawford",15491,641487
"Carlos Santana","KCR",659,87,15,0,19,86,102,0.366167023,0.456102783,"Carlos Santana",2396,467793
"Lars Nootbaar","STL",124,17,3,1,5,13,28,0.392405063,0.455696202,"Lars Nootbaar",21454,663457
"Jason Martin","TEX",154,21,3,0,6,8,41,0.376237623,0.455445544,"Jason Martin",16429,641829
"Ketel Marte","ARI",374,64,29,1,14,31,60,0.322580645,0.455197132,"Ketel Marte",13613,606466
"Austin Wynns","BAL",139,16,4,0,4,8,31,0.343434343,0.454545454,"Austin Wynns",15271,642851
"Gavin Sheets","CHW",179,21,8,0,11,16,40,0.380165289,0.454545454,"Gavin Sheets",19901,657757
"Brad Miller","PHI",377,43,9,3,20,45,112,0.366972477,0.45412844,"Brad Miller",12775,543543
"Mike Tauchman","- - -",191,21,5,0,4,23,58,0.324074074,0.453703703,"Mike Tauchman",15274,643565
"Franchy Cordero","BOS",136,17,6,0,1,8,51,0.28,0.453333333,"Franchy Cordero",14567,614173
"Jesús Sánchez","MIA",251,33,8,2,14,20,78,0.34,0.453333333,"Jesus Sanchez",19913,660821
"Wander Franco","TBR",308,51,18,5,7,24,37,0.342857142,0.453061224,"Wander Franco",23667,677551
"Ryan McKenna","BAL",197,22,6,1,2,24,74,0.294736842,0.452631578,"Ryan McKenna",19928,663630
"Eric Sogard","CHC",180,34,6,1,1,9,30,0.372262773,0.452554744,"Eric Sogard",7927,519299
"Brett Gardner","NYY",461,56,16,4,10,60,100,0.369863013,0.452054794,"Brett Gardner",9927,458731
"Trea Turner","- - -",646,130,34,3,28,41,110,0.337423312,0.45194274,"Trea Turner",16252,607208
"Lourdes Gurriel Jr.","TOR",541,87,28,2,21,32,102,0.339950372,0.451612903,"Lourdes Gurriel Jr.",19238,666971
"Miguel Rojas","MIA",539,89,30,3,9,37,74,0.339667458,0.451306413,"Miguel Rojas",7802,500743
"Joe Panik","- - -",257,37,9,0,3,17,34,0.326732673,0.450495049,"Joe Panik",11936,605412
"Phil Gosselin","LAA",373,69,14,0,7,24,81,0.374045801,0.450381679,"Phil Gosselin",10953,594838
"Clint Frazier","NYY",218,20,9,0,5,32,65,0.398305084,0.449152542,"Clint Frazier",15983,640449
"Mitch Moreland","OAK",252,30,11,1,10,18,58,0.373563218,0.448275862,"Mitch Moreland",3086,519048
"Wil Myers","SDP",500,70,24,2,17,54,141,0.374581939,0.448160535,"Wil Myers",10047,571976
"Vladimir Guerrero Jr.","TOR",698,110,29,1,48,86,110,0.364919354,0.447580645,"Vladimir Guerrero Jr.",19611,665489
"Juan Lagares","LAA",327,45,20,2,6,12,76,0.333333333,0.447368421,"Juan Lagares",5384,501571
"Michael Conforto","NYM",479,60,20,0,14,59,104,0.342105263,0.447368421,"Michael Conforto",16376,624424
"Giancarlo Stanton","NYY",579,85,19,0,35,63,157,0.367977528,0.446629213,"Giancarlo Stanton",4949,519317
"Robel García","HOU",117,12,3,0,1,8,42,0.384615384,0.446153846,"Robel Garcia",13167,596825
"Matt Beaty","LAD",234,43,4,1,7,20,44,0.375,0.44375,"Matt Beaty",17710,607461
"Daniel Vogelbach","MIL",258,30,8,0,9,43,57,0.354430379,0.443037974,"Daniel Vogelbach",14130,596129
"Michael A. Taylor","KCR",528,89,16,1,12,33,144,0.340175953,0.442815249,"Michael A. Taylor",11489,572191
"Kevin Newman","PIT",554,87,22,3,5,27,41,0.360169491,0.44279661,"Kevin Newman",17696,621028
"Tom Murphy","SEA",325,37,8,0,11,40,99,0.41436464,0.44198895,"Tom Murphy",13499,608596
"Jose Trevino","TEX",302,49,14,0,5,12,57,0.311688311,0.441558441,"Jose Trevino",16725,624431
"Jacob Stallings","PIT",427,63,20,1,8,49,85,0.327586206,0.44137931,"Jacob Stallings",13723,607732
"Jonathan India","CIN",631,86,34,2,21,71,141,0.334177215,0.440506329,"Jonathan India",21523,663697
"Max Stassi","LAA",319,43,11,1,13,28,101,0.329670329,0.439560439,"Max Stassi",10059,545358
"Hoy Park","- - -",150,15,5,2,3,18,38,0.384615384,0.439560439,"Hoy Park",18027,660829
"Andrew Vaughn","CHW",469,61,22,0,15,41,101,0.361370716,0.439252336,"Andrew Vaughn",26197,683734
"Yoán Moncada","CHW",616,89,33,1,14,84,157,0.29589041,0.438356164,"Yoan Moncada",17232,660162
"Wilmer Difo","PIT",240,45,7,3,4,20,54,0.37037037,0.438271604,"Wilmer Difo",14320,594694
"Brandon Marsh","LAA",260,43,12,3,2,20,91,0.25,0.4375,"Brandon Marsh",20202,669016
"Sam Hilliard","COL",238,23,7,2,14,23,87,0.38095238,0.436507936,"Sam Hilliard",17954,656541
"Alcides Escobar","WSN",349,65,21,2,4,17,56,0.297297297,0.436293436,"Alcides Escobar",6310,444876
"Jonathan Davis","- - -",103,9,1,0,1,12,26,0.387096774,0.43548387,"Jonathan Davis",15104,641505
"Santiago Espinal","TOR",246,53,13,1,2,22,30,0.345549738,0.434554973,"Santiago Espinal",19997,669289
"Austin Barnes","LAD",225,29,8,0,6,20,56,0.398601398,0.433566433,"Austin Barnes",12158,605131
"Mitch Haniger","SEA",691,93,23,2,39,54,169,0.405228758,0.433551198,"Mitch Haniger",14274,571745
"Adolis García","TEX",622,82,26,2,31,32,194,0.405128205,0.433333333,"Adolis Garcia",19287,666969
"Tommy La Stella","SFG",242,36,11,1,7,18,26,0.360824742,0.43298969,"Tommy La Stella",12371,600303
"Jake Meyers","HOU",163,24,8,0,6,10,50,0.329896907,0.43298969,"Jake Meyers",20308,676694
"Óscar Mercado","CLE",238,30,11,1,6,21,42,0.391812865,0.432748538,"Oscar Mercado",16375,640458
"Austin Hays","BAL",529,73,26,4,22,28,107,0.384816753,0.431937172,"Austin Hays",19363,669720
"Zach McKinstry","LAD",172,18,9,0,7,10,50,0.3853211,0.43119266,"Zach McKinstry",19392,656716
"Adalberto Mondesi","KCR",136,14,8,1,6,6,43,0.430379746,0.430379746,"Adalberto Mondesi",13769,609275
"Ramón Laureano","OAK",378,47,21,2,14,27,98,0.348360655,0.430327868,"Ramon Laureano",17128,657656
"Freddie Freeman","ATL",695,122,25,2,31,85,107,0.325252525,0.43030303,"Freddie Freeman",5361,518692
"Danny Santana","BOS",127,13,2,1,5,10,30,0.476744186,0.430232558,"Danny Santana",10322,542454
"Josh Donaldson","MIN",543,61,26,0,26,74,114,0.398860398,0.43019943,"Josh Donaldson",5038,518626
"Harrison Bader","STL",401,60,21,1,16,27,85,0.41197183,0.429577464,"Harrison Bader",18030,664056
"Kurt Suzuki","LAA",247,35,8,0,6,12,44,0.378531073,0.429378531,"Kurt Suzuki",8259,435559
"Nelson Cruz","- - -",584,82,21,1,32,51,126,0.386363636,0.429292929,"Nelson Cruz",2434,443558
"Tim Locastro","- - -",156,19,4,0,2,7,33,0.409523809,0.428571428,"Tim Locastro",15124,641796
"Ryan O'Hearn","KCR",254,38,5,1,9,13,71,0.375,0.428571428,"Ryan O'Hearn",16442,656811
"Jarred Kelenic","SEA",377,33,13,1,14,36,106,0.415584415,0.428571428,"Jarred Kelenic",22558,672284
"Darin Ruf","SFG",312,40,13,2,16,46,87,0.3125,0.426136363,"Darin Ruf",9929,573131
"Andrew Young","ARI",104,6,7,0,6,6,45,0.382978723,0.425531914,"Andrew Young",19521,670370
"Justin Upton","LAA",362,38,12,0,17,39,107,0.434579439,0.425233644,"Justin Upton",5222,457708
"Evan White","SEA",104,9,3,0,2,6,31,0.409090909,0.424242424,"Evan White",20078,657108
"Guillermo Heredia","ATL",347,36,26,0,5,32,81,0.348214285,0.424107142,"Guillermo Heredia",18721,628338
"Lewis Brinson","MIA",290,39,14,0,9,13,72,0.369458128,0.42364532,"Lewis Brinson",14352,621446
"Lane Thomas","- - -",264,29,15,2,7,37,63,0.386503067,0.423312883,"Lane Thomas",16939,657041
"Aledmys Díaz","HOU",319,49,19,0,8,16,62,0.340517241,0.422413793,"Aledmys Diaz",15937,649557
"Kolten Wong","MIL",492,73,32,2,14,31,83,0.354748603,0.421787709,"Kolten Wong",12532,543939
"Jake Cronenworth","SDP",643,90,33,7,21,55,90,0.361169102,0.421711899,"Jake Cronenworth",18036,630105
"Danny Mendick","CHW",186,29,5,0,2,18,42,0.3553719,0.421487603,"Danny Mendick",18889,664901
"Ryan Jeffers","MIN",293,28,10,1,14,22,108,0.371069182,0.421383647,"Ryan Jeffers",24618,680777
"Mike Trout","LAA",146,22,8,1,8,27,41,0.342105263,0.421052631,"Mike Trout",10155,545361
"Jose Iglesias","- - -",511,93,27,2,9,21,75,0.344743276,0.420537897,"Jose Iglesias",10231,578428
"Yadier Molina","STL",473,81,19,0,11,24,79,0.387362637,0.42032967,"Yadier Molina",7007,425877
"Rob Refsnyder","MIN",157,25,7,0,2,17,40,0.35,0.42,"Rob Refsnyder",13770,608701
"Taylor Trammell","SEA",178,10,7,0,8,17,75,0.419753086,0.419753086,"Taylor Trammell",19960,666211
"Jesse Winker","CIN",485,72,32,1,24,53,75,0.333333333,0.419540229,"Jesse Winker",13590,608385
"Adam Engel","CHW",140,15,9,0,7,11,31,0.354838709,0.419354838,"Adam Engel",15082,641553
"Jurickson Profar","SDP",412,57,17,2,4,49,65,0.366782006,0.418685121,"Jurickson Profar",10815,595777
"Jorge Soler","- - -",602,61,27,0,27,67,142,0.428571428,0.417989417,"Jorge Soler",14221,624585
"Andrew Knapp","PHI",159,17,3,0,2,10,61,0.392405063,0.417721518,"Andrew Knapp",14942,595284
"Abraham Toro","- - -",375,57,12,0,11,31,54,0.434628975,0.41696113,"Abraham Toro",19844,647351
"Niko Goodrum","DET",325,40,11,2,9,29,107,0.362162162,0.416216216,"Niko Goodrum",12092,592348
"Carlos Correa","HOU",640,94,34,1,26,75,116,0.348314606,0.415730337,"Carlos Correa",14162,621043
"Gleyber Torres","NYY",516,88,22,0,9,50,104,0.362116991,0.415041782,"Gleyber Torres",16997,650402
"Trent Grisham","SDP",527,66,28,3,15,54,119,0.369822485,0.414201183,"Trent Grisham",18564,663757
"Ha-Seong Kim","SDP",298,32,12,2,8,22,71,0.414141414,0.414141414,"Ha-Seong Kim",27506,673490
"Luis Urías","MIL",570,73,25,1,23,63,116,0.379310344,0.413793103,"Luis Urias",16622,649966
"Alejandro Kirk","TOR",189,24,8,0,8,19,22,0.386206896,0.413793103,"Alejandro Kirk",22581,672386
"Aaron Judge","NYY",633,95,24,0,39,75,158,0.355163727,0.413098236,"Aaron Judge",15640,592450
"Francisco Mejía","TBR",277,41,15,3,6,17,49,0.422885572,0.412935323,"Francisco Mejia",16403,642336
"Tomás Nido","NYM",161,25,5,1,3,5,44,0.311926605,0.412844036,"Tomas Nido",13755,621512
"Mark Canha","OAK",625,77,22,4,17,77,128,0.358778625,0.41221374,"Mark Canha",11445,592192
